|cell_zid|geometry|adm_zid|adm_name|okrug_name|sub_ter|okrug_id|area|customers_cnt_home|customers_cnt_job|customers_cnt_day|customers_cnt_move|served|blocked|predicted
6530|95611|POLYGON ((37.36110980623796 55.64417344697208, 37.36109391041774 55.64866496861848, 37.3690368510857 55.64867370162661, 37.36905183795619 55.64418217851944, 37.36110980623796 55.64417344697208))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|2086|292|1038|82|1|1|0.0
6531|95612|POLYGON ((37.36905183795619 55.64418217851944, 37.3690368510857 55.64867370162661, 37.37697979501831 55.64868192056588, 37.37699387293758 55.6441903960839, 37.36905183795619 55.64418217851944))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|1660|439|1047|59|1|0|0.0
6532|96205|POLYGON ((37.34520804475032 55.64864596040343, 37.34519032603171 55.65313747555745, 37.35313416569439 55.65314723833139, 37.35315097521018 55.64865572154421, 37.34520804475032 55.64864596040343))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|706|167|439|23|0|1|0.0
6533|96206|POLYGON ((37.35315097521018 55.64865572154421, 37.35313416569439 55.65314723833139, 37.36107801010662 55.65315648695282, 37.36109391041774 55.64866496861848, 37.35315097521018 55.64865572154421))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|614|82|335|33|0|1|0.0
6534|96207|POLYGON ((37.36109391041774 55.64866496861848, 37.36107801010662 55.65315648695282, 37.36902185998108 55.65316522142209, 37.3690368510857 55.64867370162661, 37.36109391041774 55.64866496861848))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|1157|242|681|48|0|1|0.0
6535|96208|POLYGON ((37.3690368510857 55.64867370162661, 37.36902185998108 55.65316522142209, 37.37696571312517 55.65317344064006, 37.37697979501831 55.64868192056588, 37.3690368510857 55.64867370162661))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|1160|749|1188|62|0|0|0.0
6536|96209|POLYGON ((37.37697979501831 55.64868192056588, 37.37696571312517 55.65317344064006, 37.38490957218363 55.65318114680191, 37.38492274486718 55.64868962543863, 37.37697979501831 55.64868192056588))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|1464|337|912|76|1|0|0.0
6537|96801|POLYGON ((37.35313416569439 55.65314723833139, 37.35311735143318 55.65763875070996, 37.36106210530675 55.65764800087886, 37.36107801010662 55.65315648695282, 37.35313416569439 55.65314723833139))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|482|117|308|29|0|1|0.0
6538|96802|POLYGON ((37.36107801010662 55.65315648695282, 37.36106210530675 55.65764800087886, 37.36900686367472 55.65765673680857, 37.36902185998108 55.65316522142209, 37.36107801010662 55.65315648695282))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|926|130|460|43|0|1|0.0
6539|96803|POLYGON ((37.36902185998108 55.65316522142209, 37.36900686367472 55.65765673680857, 37.37695162724977 55.65766495849942, 37.37696571312517 55.65317344064006, 37.36902185998108 55.65316522142209))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|1097|641|1019|46|0|1|0.0
6540|97396|POLYGON ((37.35311735143318 55.65763875070996, 37.35310053241652 55.66213026087295, 37.36104619600864 55.6621395125897, 37.36106210530675 55.65764800087886, 37.35311735143318 55.65763875070996))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|515|92|282|37|0|1|0.0
6541|97397|POLYGON ((37.36106210530675 55.65764800087886, 37.36104619600864 55.6621395125897, 37.36899186409689 55.66214824998119, 37.36900686367472 55.65765673680857, 37.36106210530675 55.65764800087886))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|439|81|246|30|0|1|0.0
6542|97991|POLYGON ((37.36104619600864 55.6621395125897, 37.36103028221247 55.66663102153726, 37.36897686027822 55.6666397603909, 37.36899186409689 55.66214824998119, 37.36104619600864 55.6621395125897))|11|Ново-Переделкино|Западный административный округ|Старая Москва|562.0|8538387.25572|97|35|75|3|0|0|0.0
6543|94444|POLYGON ((37.51994638151152 55.6352673424486, 37.51994866359303 55.63975888304347, 37.52788982248062 55.63975733514391, 37.52788663194897 55.63526579480792, 37.51994638151152 55.6352673424486))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3624|1164|2447|167|1|1|0.0
6544|94445|POLYGON ((37.52788663194897 55.63526579480792, 37.52788982248062 55.63975733514391, 37.53583097852852 55.63975527334433, 37.53582687954724 55.63526373335319, 37.52788663194897 55.63526579480792))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|4440|857|2480|196|1|1|0.0
6545|95036|POLYGON ((37.51200750309135 55.63975991649425, 37.51200887711067 55.64425145504897, 37.5199509463194 55.64425042087704, 37.51994866359303 55.63975888304347, 37.51200750309135 55.63975991649425))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3026|460|1620|154|1|1|0.0
6546|95037|POLYGON ((37.51994866359303 55.63975888304347, 37.5199509463194 55.64425042087704, 37.5278930139139 55.64424887271854, 37.52788982248062 55.63975733514391, 37.51994866359303 55.63975888304347))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3733|1169|2540|183|1|0|0.0
6547|95038|POLYGON ((37.52788982248062 55.63975733514391, 37.5278930139139 55.64424887271854, 37.53583507866809 55.64424681057402, 37.53583097852852 55.63975527334433, 37.52788982248062 55.63975733514391))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|4182|1353|2841|188|1|0|0.0
6548|95039|POLYGON ((37.53583097852852 55.63975527334433, 37.53583507866809 55.64424681057402, 37.54377714420271 55.64424423444266, 37.54377213535702 55.63975269764387, 37.53583097852852 55.63975527334433))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|5227|996|2861|277|1|0|0.0
6549|95628|POLYGON ((37.4961247387547 55.64425198143224, 37.49612429523395 55.64874351512115, 37.50406727683468 55.64874350892179, 37.50406681139117 55.64425197523391, 37.4961247387547 55.64425198143224))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3747|1828|3085|248|1|0|0.0
6550|95629|POLYGON ((37.50406681139117 55.64425197523391, 37.50406727683468 55.64874350892179, 37.51201025151761 55.64874298864982, 37.51200887711067 55.64425145504897, 37.50406681139117 55.64425197523391))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|2167|1197|1882|136|1|0|0.0
6551|95630|POLYGON ((37.51200887711067 55.64425145504897, 37.51201025151761 55.64874298864982, 37.51995322969009 55.64874195430485, 37.5199509463194 55.64425042087704, 37.51200887711067 55.64425145504897))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|2037|475|1212|97|1|0|0.0
6552|95631|POLYGON ((37.5199509463194 55.64425042087704, 37.51995322969009 55.64874195430485, 37.52789620624794 55.64874040588735, 37.5278930139139 55.64424887271854, 37.5199509463194 55.64425042087704))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3806|902|2251|170|1|1|0.0
6553|95632|POLYGON ((37.5278930139139 55.64424887271854, 37.52789620624794 55.64874040588735, 37.53583917996493 55.64873834339783, 37.53583507866809 55.64424681057402, 37.5278930139139 55.64424887271854))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|4127|916|2432|151|1|1|0.0
6554|95633|POLYGON ((37.53583507866809 55.64424681057402, 37.53583917996493 55.64873834339783, 37.54378215446211 55.64873576683547, 37.54377714420271 55.64424423444266, 37.53583507866809 55.64424681057402))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3225|1036|2238|148|1|0|0.0
6555|95634|POLYGON ((37.54377714420271 55.64424423444266, 37.54378215446211 55.64873576683547, 37.5517251285132 55.64873267620048, 37.55171920929167 55.64424114432467, 37.54377714420271 55.64424423444266))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|965|1365|1643|63|1|0|0.0
6556|96225|POLYGON ((37.50406727683468 55.64874350892179, 37.50406774240981 55.65323504039701, 37.5120116263132 55.653234520038, 37.51201025151761 55.64874298864982, 37.50406727683468 55.64874350892179))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|2071|744|1524|106|1|0|0.0
6557|96226|POLYGON ((37.51201025151761 55.64874298864982, 37.5120116263132 55.653234520038, 37.51995551370641 55.65323348551999, 37.51995322969009 55.64874195430485, 37.51201025151761 55.64874298864982))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|2861|574|1578|157|1|0|0.0
6558|96227|POLYGON ((37.51995322969009 55.64874195430485, 37.51995551370641 55.65323348551999, 37.52789939948466 55.65323193684338, 37.52789620624794 55.64874040588735, 37.51995322969009 55.64874195430485))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|3733|734|1988|203|1|0|0.0
6559|96228|POLYGON ((37.52789620624794 55.64874040588735, 37.52789939948466 55.65323193684338, 37.53584328242147 55.65322987400881, 37.53583917996493 55.64873834339783, 37.52789620624794 55.64874040588735))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|2953|1753|2832|148|1|0|0.0
6560|96229|POLYGON ((37.53583917996493 55.64873834339783, 37.53584328242147 55.65322987400881, 37.54378716613825 55.65322729701536, 37.54378215446211 55.64873576683547, 37.53583917996493 55.64873834339783))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|1135|3224|3682|62|1|0|0.0
6561|96230|POLYGON ((37.54378215446211 55.64873576683547, 37.54378716613825 55.65322729701536, 37.5517310494085 55.65322420586327, 37.5517251285132 55.64873267620048, 37.54378215446211 55.64873576683547))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|996|4018|4344|72|1|0|0.0
6562|96231|POLYGON ((37.5517251285132 55.64873267620048, 37.5517310494085 55.65322420586327, 37.55967492712745 55.65322060055491, 37.55966809701575 55.64872907259167, 37.5517251285132 55.64873267620048))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|1095|1546|1947|53|1|1|0.0
6563|96822|POLYGON ((37.51995551370641 55.65323348551999, 37.51995779836809 55.65772501342617, 37.52790259362364 55.65772346449046, 37.52789939948466 55.65323193684338, 37.51995551370641 55.65323348551999))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|2595|3765|4693|144|1|1|0.0
6564|96823|POLYGON ((37.52789939948466 55.65323193684338, 37.52790259362364 55.65772346449046, 37.53584738603717 55.65772140131072, 37.53584328242147 55.65322987400881, 37.52789939948466 55.65323193684338))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|1535|2603|3190|50|1|1|0.0
6565|96824|POLYGON ((37.53584328242147 55.65322987400881, 37.53584738603717 55.65772140131072, 37.54379217923045 55.65771882388611, 37.54378716613825 55.65322729701536, 37.53584328242147 55.65322987400881))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|1295|5119|5597|60|1|0|0.0
6566|96825|POLYGON ((37.54378716613825 55.65322729701536, 37.54379217923045 55.65771882388611, 37.55173697197674 55.65771573221677, 37.5517310494085 55.65322420586327, 37.54378716613825 55.65322729701536))|41|Коньково|Юго-Западный административный округ|Старая Москва|564.0|7079354.31777|925|3730|4051|67|0|0|0.0
6567|93291|POLYGON ((37.79778478944895 55.62592448905734, 37.79781884719315 55.63041597664621, 37.80575800535961 55.63039644908022, 37.80572303974916 55.62590496475692, 37.79778478944895 55.62592448905734))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|1013|350|760|54|1|0|0.0
6568|93884|POLYGON ((37.7898796813467 55.63043499050392, 37.78991284057449 55.63492647685309, 37.79785291454684 55.63490745981501, 37.79781884719315 55.63041597664621, 37.7898796813467 55.63043499050392))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|1826|298|1020|78|1|1|0.0
6569|93885|POLYGON ((37.79781884719315 55.63041597664621, 37.79785291454684 55.63490745981501, 37.80579298083573 55.63488792898268, 37.80575800535961 55.63039644908022, 37.79781884719315 55.63041597664621))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|2066|330|1161|73|1|1|0.0
6570|94478|POLYGON ((37.78991284057449 55.63492647685309, 37.78994600917546 55.63941796097598, 37.79788699443808 55.63939894074968, 37.79785291454684 55.63490745981501, 37.78991284057449 55.63492647685309))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|1740|418|1086|83|1|1|0.0
6571|94479|POLYGON ((37.79785291454684 55.63490745981501, 37.79788699443808 55.63939894074968, 37.80582796619841 55.6393794066573, 37.80579298083573 55.63488792898268, 37.79785291454684 55.63490745981501))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|1134|303|730|50|1|1|0.0
6572|94480|POLYGON ((37.80579298083573 55.63488792898268, 37.80582796619841 55.6393794066573, 37.81376893195362 55.63935935868113, 37.81373303822869 55.63486788600409, 37.80579298083573 55.63488792898268))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|471|439|592|31|1|0|0.0
6573|95071|POLYGON ((37.78994600917546 55.63941796097598, 37.78997918714109 55.6439094412281, 37.79792108104311 55.64389041781994, 37.79788699443808 55.63939894074968, 37.78994600917546 55.63941796097598))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|579|320|538|32|1|1|0.0
6574|95072|POLYGON ((37.79788699443808 55.63939894074968, 37.79792108104311 55.64389041781994, 37.80586296143866 55.64387088045972, 37.80582796619841 55.6393794066573, 37.79788699443808 55.63939894074968))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|409|507|666|8|1|1|0.0
6575|95073|POLYGON ((37.80582796619841 55.6393794066573, 37.80586296143866 55.64387088045972, 37.81380483582573 55.64385082912973, 37.81376893195362 55.63935935868113, 37.80582796619841 55.6393794066573))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|197|304|365|7|1|1|0.0
6576|95074|POLYGON ((37.81376893195362 55.63935935868113, 37.81380483582573 55.64385082912973, 37.82174669620199 55.64383026494736, 37.82170988369341 55.63933879684208, 37.81376893195362 55.63935935868113))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|276|654|754|25|1|1|0.0
6577|95665|POLYGON ((37.78997918714109 55.6439094412281, 37.79001237447906 55.64840091815786, 37.79795517727712 55.64838189156712, 37.79792108104311 55.64389041781994, 37.78997918714109 55.6439094412281))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|459|610|808|7|1|0|0.0
6578|95666|POLYGON ((37.79792108104311 55.64389041781994, 37.79795517727712 55.64838189156712, 37.80589796656885 55.64836235148654, 37.80586296143866 55.64387088045972, 37.79792108104311 55.64389041781994))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|308|850|960|12|1|0|0.0
6579|95667|POLYGON ((37.80586296143866 55.64387088045972, 37.80589796656885 55.64836235148654, 37.81384074984454 55.64834229680199, 37.81380483582573 55.64385082912973, 37.80586296143866 55.64387088045972))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|140|1008|1070|2|1|0|0.0
6580|95668|POLYGON ((37.81380483582573 55.64385082912973, 37.81384074984454 55.64834229680199, 37.8217835220044 55.64832172807506, 37.82174669620199 55.64383026494736, 37.81380483582573 55.64385082912973))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|175|1022|1095|10|1|0|0.0
6581|95669|POLYGON ((37.82174669620199 55.64383026494736, 37.8217835220044 55.64832172807506, 37.82972628182221 55.64830064530993, 37.82968855004766 55.64380918570112, 37.82174669620199 55.64383026494736))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|294|1012|1114|10|0|0|0.0
6582|96261|POLYGON ((37.79001237447906 55.64840091815786, 37.79004557120108 55.65289239286187, 37.79798928315221 55.65287336308781, 37.79795517727712 55.64838189156712, 37.79001237447906 55.64840091815786))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|248|522|612|12|0|0|0.0
6583|96262|POLYGON ((37.79795517727712 55.64838189156712, 37.79798928315221 55.65287336308781, 37.80593298158852 55.65285381918972, 37.80589796656885 55.64836235148654, 37.79795517727712 55.64838189156712))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|289|737|842|14|0|0|0.0
6584|96263|POLYGON ((37.80589796656885 55.64836235148654, 37.80593298158852 55.65285381918972, 37.81387667400961 55.65283376114985, 37.81384074984454 55.64834229680199, 37.80589796656885 55.64836235148654))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|261|1414|1522|2|0|0|0.0
6585|96264|POLYGON ((37.81384074984454 55.64834229680199, 37.81387667400961 55.65283376114985, 37.82182035531081 55.6528131889816, 37.8217835220044 55.64832172807506, 37.81384074984454 55.64834229680199))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|245|1114|1216|0|0|0|0.0
6586|96265|POLYGON ((37.8217835220044 55.64832172807506, 37.82182035531081 55.6528131889816, 37.82976402717439 55.65279210268132, 37.82972628182221 55.64830064530993, 37.8217835220044 55.64832172807506))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|390|1678|1834|16|0|0|0.0
6587|96266|POLYGON ((37.82972628182221 55.64830064530993, 37.82976402717439 55.65279210268132, 37.83770768449573 55.6527705022637, 37.83766903292842 55.64827904959421, 37.82972628182221 55.64830064530993))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|441|1031|1233|16|0|0|0.0
6588|96855|POLYGON ((37.78210185083191 55.65291090740227, 37.78213414751613 55.65740238133417, 37.79007877729052 55.65738386259935, 37.79004557120108 55.65289239286187, 37.78210185083191 55.65291090740227))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|468|141|280|19|1|0|0.0
6589|96856|POLYGON ((37.79004557120108 55.65289239286187, 37.79007877729052 55.65738386259935, 37.79802339865122 55.65736482964125, 37.79798928315221 55.65287336308781, 37.79004557120108 55.65289239286187))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|211|94|164|11|0|0|0.0
6590|96857|POLYGON ((37.79798928315221 55.65287336308781, 37.79802339865122 55.65736482964125, 37.8059680065015 55.65734528356948, 37.80593298158852 55.65285381918972, 37.79798928315221 55.65287336308781))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|294|411|512|10|0|0|0.0
6591|96858|POLYGON ((37.80593298158852 55.65285381918972, 37.8059680065015 55.65734528356948, 37.81391260832483 55.65732522217352, 37.81387667400961 55.65283376114985, 37.80593298158852 55.65285381918972))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|255|566|696|10|0|0|0.0
6592|96859|POLYGON ((37.81387667400961 55.65283376114985, 37.81391260832483 55.65732522217352, 37.82185719902427 55.65730464656315, 37.82182035531081 55.6528131889816, 37.81387667400961 55.65283376114985))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|665|764|1025|0|0|0|0.0
6593|96860|POLYGON ((37.82182035531081 55.6528131889816, 37.82185719902427 55.65730464656315, 37.82980178028215 55.65728355673478, 37.82976402717439 55.65279210268132, 37.82182035531081 55.6528131889816))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|613|2792|3141|6|0|0|0.0
6594|96861|POLYGON ((37.82976402717439 55.65279210268132, 37.82980178028215 55.65728355673478, 37.8377463469932 55.65726195270299, 37.83770768449573 55.6527705022637, 37.82976402717439 55.65279210268132))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|883|4987|5479|9|0|0|0.0
6595|97451|POLYGON ((37.79007877729052 55.65738386259935, 37.79011199277127 55.66187533011146, 37.79805752379874 55.66185629396859, 37.79802339865122 55.65736482964125, 37.79007877729052 55.65738386259935))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|724|195|402|33|0|0|0.0
6596|97452|POLYGON ((37.79802339865122 55.65736482964125, 37.79805752379874 55.66185629396859, 37.80600304130307 55.66183674352962, 37.8059680065015 55.65734528356948, 37.79802339865122 55.65736482964125))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|597|347|534|22|0|0|0.0
6597|97453|POLYGON ((37.8059680065015 55.65734528356948, 37.80600304130307 55.66183674352962, 37.8139485527854 55.6618166787768, 37.81391260832483 55.65732522217352, 37.8059680065015 55.65734528356948))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|241|383|480|13|0|0|0.0
6598|97454|POLYGON ((37.81391260832483 55.65732522217352, 37.8139485527854 55.6618166787768, 37.82189405314876 55.66179610081995, 37.82185719902427 55.65730464656315, 37.81391260832483 55.65732522217352))|118|Капотня|Юго-Восточный административный округ|Старая Москва|570.0|7929004.61478|396|684|875|7|0|0|0.0
6599|93834|POLYGON ((37.39291471577545 55.63073068902704, 37.39290246614652 55.63522222593445, 37.40084269514416 55.63522889931721, 37.40085403658733 55.63073736129373, 37.39291471577545 55.63073068902704))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|269|98|162|24|1|0|0.0
6600|93835|POLYGON ((37.40085403658733 55.63073736129373, 37.40084269514416 55.63522889931721, 37.4087829302524 55.63523505889017, 37.40879336350826 55.63074351983656, 37.40085403658733 55.63073736129373))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|314|216|306|25|1|0|0.0
6601|94427|POLYGON ((37.38496224060859 55.63521503874021, 37.38494907908063 55.63970657058565, 37.39289021305937 55.63971375898217, 37.39290246614652 55.63522222593445, 37.38496224060859 55.63521503874021))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|872|198|480|30|1|0|0.0
6602|94428|POLYGON ((37.39290246614652 55.63522222593445, 37.39289021305937 55.63971375898217, 37.40083135049916 55.63972043348126, 37.40084269514416 55.63522889931721, 37.39290246614652 55.63522222593445))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|501|129|274|23|1|0|0.0
6603|94429|POLYGON ((37.40084269514416 55.63522889931721, 37.40083135049916 55.63972043348126, 37.40877249405113 55.63972659408462, 37.4087829302524 55.63523505889017, 37.40084269514416 55.63522889931721))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|684|154|356|40|1|0|0.0
6604|95019|POLYGON ((37.37700794688106 55.63969886829029, 37.37699387293758 55.6441903960839, 37.38493591383344 55.64419809966782, 37.38494907908063 55.63970657058565, 37.37700794688106 55.63969886829029))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1153|457|855|74|1|0|0.0
6605|95020|POLYGON ((37.38494907908063 55.63970657058565, 37.38493591383344 55.64419809966782, 37.3928779565097 55.64420528926688, 37.39289021305937 55.63971375898217, 37.38494907908063 55.63970657058565))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1280|402|887|64|1|0|0.0
6606|95021|POLYGON ((37.39289021305937 55.63971375898217, 37.3928779565097 55.64420528926688, 37.40082000264835 55.64421196488254, 37.40083135049916 55.63972043348126, 37.39289021305937 55.63971375898217))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|959|175|468|52|1|0|0.0
6607|95022|POLYGON ((37.40083135049916 55.63972043348126, 37.40082000264835 55.64421196488254, 37.40876205199268 55.64421812651436, 37.40877249405113 55.63972659408462, 37.40083135049916 55.63972043348126))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1679|325|890|103|1|0|0.0
6608|95023|POLYGON ((37.40877249405113 55.63972659408462, 37.40876205199268 55.64421812651436, 37.41670410525536 55.64422377416253, 37.41671363570472 55.639732240786, 37.40877249405113 55.63972659408462))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1649|430|1068|87|1|0|0.0
6609|95613|POLYGON ((37.37699387293758 55.6441903960839, 37.37697979501831 55.64868192056588, 37.38492274486718 55.64868962543863, 37.38493591383344 55.64419809966782, 37.37699387293758 55.6441903960839))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1069|318|711|59|1|0|0.0
6610|95614|POLYGON ((37.38493591383344 55.64419809966782, 37.38492274486718 55.64868962543863, 37.39286569649765 55.64869681624053, 37.3928779565097 55.64420528926688, 37.38493591383344 55.64419809966782))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1975|447|1095|113|1|1|0.0
6611|95615|POLYGON ((37.3928779565097 55.64420528926688, 37.39286569649765 55.64869681624053, 37.40080865159186 55.64870349297303, 37.40082000264835 55.64421196488254, 37.3928779565097 55.64420528926688))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|2829|416|1361|165|1|1|0.0
6612|95616|POLYGON ((37.40082000264835 55.64421196488254, 37.40080865159186 55.64870349297303, 37.408751609893 55.6487096556357, 37.40876205199268 55.64421812651436, 37.40082000264835 55.64421196488254))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|3306|508|1741|146|1|1|0.0
6613|96210|POLYGON ((37.38492274486718 55.64868962543863, 37.38490957218363 55.65318114680191, 37.3928534330249 55.65318833880691, 37.39286569649765 55.64869681624053, 37.38492274486718 55.64868962543863))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1147|180|535|63|1|1|0.0
6614|96211|POLYGON ((37.39286569649765 55.64869681624053, 37.3928534330249 55.65318833880691, 37.40079729733123 55.65319501665651, 37.40080865159186 55.64870349297303, 37.39286569649765 55.64869681624053))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|4035|823|2355|227|1|1|0.0
6615|96212|POLYGON ((37.40080865159186 55.64870349297303, 37.40079729733123 55.65319501665651, 37.40874116484574 55.65320118035025, 37.408751609893 55.6487096556357, 37.40080865159186 55.64870349297303))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|4777|820|2470|297|1|1|0.0
6616|96804|POLYGON ((37.37696571312517 55.65317344064006, 37.37695162724977 55.65766495849942, 37.38489639577492 55.6576726659507, 37.38490957218363 55.65318114680191, 37.37696571312517 55.65317344064006))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1051|280|659|58|1|0|0.0
6617|96805|POLYGON ((37.38490957218363 55.65318114680191, 37.38489639577492 55.6576726659507, 37.39284116608409 55.65767985915906, 37.3928534330249 55.65318833880691, 37.38490957218363 55.65318114680191))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|1040|184|531|58|1|1|0.0
6618|96806|POLYGON ((37.3928534330249 55.65318833880691, 37.39284116608409 55.65767985915906, 37.40078593985968 55.65768653812603, 37.40079729733123 55.65319501665651, 37.3928534330249 55.65318833880691))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|3149|454|1550|179|1|1|0.0
6619|96807|POLYGON ((37.40079729733123 55.65319501665651, 37.40078593985968 55.65768653812603, 37.40873071684467 55.65769270285109, 37.40874116484574 55.65320118035025, 37.40079729733123 55.65319501665651))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|4242|692|2202|219|1|1|0.0
6620|97399|POLYGON ((37.37695162724977 55.65766495849942, 37.37693753739397 55.66215647304779, 37.38488321564282 55.66216418178875, 37.38489639577492 55.6576726659507, 37.37695162724977 55.65766495849942))|18|Солнцево|Западный административный округ|Старая Москва|562.0|11407511.39222|534|240|418|35|0|0|0.0
