Category,FullName,ShortName,OrgInfo,ObjectAddress,ChiefName,ChiefPosition,ChiefGender,ChiefPhone,PublicPhone,Fax,Email,CloseFlag,CloseReason,CloseDate,ReopenDate,BedSpace,PaidServiceInfo,WorkingHours,ClarificationWorkingHours,Specialization,BeneficialDrugPrescription,DrugStore,AmbulanceStation,global_id,AmbulanceStationPhone,DoctorsSpecialtiesListForSelfRecording,DoctorsSpecialtiesList,Extrainfo,AgeRestriction,DrugStoreType,geodata_center,geoarea
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Герасимов Валерий Викторович,заведующий филиалом,мужской,"ChiefPhone:(495) 321-09-92

","PublicPhone:(495) 135-03-03

","Fax:(495) 321-09-92

","Email:gp166@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,969606897,"AmbulancePhone:(495) 384-94-10

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.676671539485,55.629192354869],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 170 ДЗМ,More then 1 level,More then 1 level,Полунина Ирина Станиславовна,главный врач,женский,"ChiefPhone:(495) 381-99-34

","PublicPhone:(495) 381-82-78

","Fax:(495) 381-99-34

","Email:gp170@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,969611309,"AmbulancePhone:(495) 389-60-18

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 170 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Зотова Маргарита Сергеевна,заведующий филиалом,женский,"ChiefPhone:(495) 386-09-31

","PublicPhone:(495) 386-09-85

","Fax:(495) 386-09-31

","Email:gp170@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,969611311,"AmbulancePhone:(495) 389-60-18

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 170 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Гонарева Ольга Владимировна,заведующий филиалом,женский,"ChiefPhone:(495) 388-16-18

","PublicPhone:(495) 388-12-89

","Fax:(495) 388-16-18

","Email:gp170@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,969611312,"AmbulancePhone:(495) 389-60-18

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 170 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Долгова Людмила Николаевна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(495) 381-30-50

","PublicPhone:(495) 381-73-35

","Fax:(495) 381-30-50

","Email:gp170@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,969611313,"AmbulancePhone:(495) 389-60-18

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центр № 2 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 2 ДЗМ,More then 1 level,More then 1 level,Бахитов Вячеслав Витальевич,главный врач,мужской,"ChiefPhone:(499) 169-41-00

","PublicPhone:(499) 169-41-21

","Fax:(499) 169-41-00

","Email:dc2@zdrav.mos.ru

",действует,,,,,"оказываются по специальностям: кардиология, эндокринология, неврология, пульмонология, аллергология-иммунология, хирургия, урология, нефрология, офтальмология, оториноларингология, эндоскопия, колопроктология, гастроэнтерология, акушерство-гинекология, маммология, лабораторная диагностика, лучевая диагностика, функциональная диагностика, ультразвуковая диагностика, эндоскопия, профилактика","DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:выходной

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,нет,нет,1006659301,"AmbulancePhone:(495) 276-46-66

AmbulancePhone:(495) 963-08-00

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",Неврологическое отделение; Офтальмологическое отделение; Консультативное отделение; Кардиоревматологическое отделение; Эндокринологическое отделение; Хирургическое отделение; Оториноларингологическое отделение; Маммологическое отделение; Окружная централизованная клинико-диагностическая лаборатория; Окружная централизованная цито-гистологическая лаборатория; Рентгендиагностическое отделение; Отделение функциональной диагностики; Отделение ультразвуковой диагностики; Эндоскопическое отделение; Процедурный кабинет.,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центр № 2 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 2 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Зелинская Юлиана Викторовна,заведующий филиалом,женский,"ChiefPhone:(499) 161-10-80

","PublicPhone:(499) 161-21-30

","Fax:(499) 161-10-80

","Email:dc2@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006659306,"AmbulancePhone:(495) 276-46-66

AmbulancePhone:(495) 963-08-00

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 217 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 217 ДЗМ,More then 1 level,More then 1 level,Абраамян Буден Анушаванович,заведующий филиалом,мужской,"ChiefPhone:(495) 436-75-38

","PublicPhone:(495) 436-71-54

","Fax:(495) 436-75-38

","Email:gp212@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006659598,"AmbulancePhone:(499) 144-41-38

AmbulancePhone:(499) 144-62-79

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 ДЗМ,More then 1 level,More then 1 level,Смирнов Андрей Павлович,главный врач,мужской,"ChiefPhone:(495) 934-23-55

","PublicPhone:(499) 638-34-95

","Fax:(495) 934-23-55

","Email:gp212@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006659599,"AmbulancePhone:(499) 144-41-38

AmbulancePhone:(499) 144-62-79

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.404168916681,55.648475246677],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 70 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 70 ДЗМ,More then 1 level,More then 1 level,Зубавин Петр Михайлович,заведующий филиалом,мужской,"ChiefPhone:(495) 733-82-78

","PublicPhone:(495) 733-55-56

","Fax:(495) 733-82-78

","Email:gp212@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006659604,"AmbulancePhone:(499) 144-62-79

AmbulancePhone:(499) 144-41-38

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 3 ДЗМ,More then 1 level,More then 1 level,Самышина Елена Александровна,главный врач,женский,"ChiefPhone:(495) 650-14-30

","PublicPhone:(495) 650-02-20

PublicPhone:(495) 650-06-00

","Fax:(495) 650-14-31

","Email:gp3@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006698597,"AmbulancePhone:(495) 915-72-12

AmbulancePhone:(495) 915-65-70

AmbulancePhone:(495) 915-05-09

","[Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.594676032066,55.765967446167],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 11 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 11 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Захаров Виталий Владиславович,заведующий филиалом,мужской,"ChiefPhone:(499) 128-67-33

","PublicPhone:(495) 135-01-66

","Fax:(499) 128-67-33

","Email:gp11@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006698603,"AmbulancePhone:(495) 659-22-22

AmbulancePhone:(495) 712-76-39

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 11 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 11 ДЗМ,More then 1 level,More then 1 level,Котова Галина Юрьевна,главный врач,женский,"ChiefPhone:(499) 138-00-09

","PublicPhone:(495) 135-01-66

PublicPhone:(499) 138-04-55

","Fax:(499) 138-13-10

","Email:gp11@zdrav.mos.ru

",действует,,,,,согласно прейскуранта на все виды деятельности с учетом лицензии,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1006698605,"AmbulancePhone:(495) 659-22-22

AmbulancePhone:(495) 712-76-39

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.517690081934,55.679042200909],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 45 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 45 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Арутюнян Генрик Маратович,заведующий филиалом,мужской,"ChiefPhone:(499) 638-30-54

","PublicPhone:(499) 638-33-43

","Fax:(499) 638-30-54

","Email:gp45@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,1007150101,"AmbulancePhone:(499) 457-33-21

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.473377418015,55.867144815477],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 107 ДЗМ,More then 1 level,More then 1 level,Большакова Елена Викторовна,главный врач,женский,"ChiefPhone:(499) 907-63-24

","PublicPhone:(499) 204-60-11

","Fax:(499) 904-99-90

","Email:gp107@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1007192739,"AmbulancePhone:(495) 411-84-84

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",Женская консультация – (499) 904-26-90,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 107 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Подшивалов Михаил Евгеньевич,заведующий филиалом,мужской,"ChiefPhone:(499) 201-00-49

","PublicPhone:(499) 201-72-29

","Fax:(499) 201-00-49

","Email:gp107@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,1007192740,"AmbulancePhone:(495) 411-84-84

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.605179721482,55.870842473507],""type"":""Point""}",
