Category,FullName,ShortName,OrgInfo,ObjectAddress,ChiefName,ChiefPosition,ChiefGender,ChiefPhone,PublicPhone,Fax,Email,CloseFlag,CloseReason,CloseDate,ReopenDate,BedSpace,PaidServiceInfo,WorkingHours,ClarificationWorkingHours,Specialization,global_id,BeneficialDrugPrescription,DrugStore,AmbulanceStation,AmbulanceStationPhone,DoctorsSpecialtiesListForSelfRecording,Extrainfo,AgeRestriction,DrugStoreType,geodata_center,geoarea
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Вороновская больница Департамента здравоохранения города Москвы». Детское поликлиническое отделение,ГБУЗ Вороновская больница ДЗМ. Детское отделение,More then 1 level,More then 1 level,Гурин Александр Анатольевич,главный врач,мужской,"ChiefPhone:(495) 850-71-75

","PublicPhone:(499) 653-54-09

","Fax:(495) 850-71-75

","Email:vgb@zdrav.mos.ru

",действует,,,,12 коек круглосуточного стационара + 4 койки дневного стационара,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Многопрофильное детское медицинское учреждение,656107800,,нет,да,"AmbulancePhone:(495) 850-72-93

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 12 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 12 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Заплатникова Людмила Викторовна,заведующий филиалом,женский,"ChiefPhone:(495) 393-97-54

","PublicPhone:(495) 394-17-55

","Fax:(495) 393-97-54

","Email:dgp12@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:30-19:00

DayWeek:вторник
WorkHours:08:30-19:00

DayWeek:среда
WorkHours:08:30-19:00

DayWeek:четверг
WorkHours:08:30-19:00

DayWeek:пятница
WorkHours:08:30-18:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:09:00-15:00

",,Амбулаторно-поликлиническая помощь,656107802,,нет,нет,"AmbulancePhone:(495) 411-84-84

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Домодедовская», 1 вагон из центра, выход в сторону магазина «Водолей», далее авт. 263, 768, остановка «Поликлиника» или авт.719, остановка &quot;АТС&quot;.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени Н. Ф. Филатова Департамента здравоохранения города Москвы». Детское поликлиническое отделение,ГБУЗ ДГКБ им. Н. Ф. Филатова ДЗМ. Детское поликлиническое отделение,More then 1 level,More then 1 level,Чубарова Антонина Игоревна,главный врач,женский,"ChiefPhone:(499) 254-52-92

","PublicPhone:(499) 254-47-11

","Fax:(499) 254-52-92

","Email:dgkb13@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107803,,нет,нет,"AmbulancePhone:(499) 254-34-30

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Научно-практический центр специализированной медицинской помощи детям им. В.Ф. Войно-Ясенецкого филиал № 2 Департамент здравоохранения города Москвы»,ГБУЗ НПЦ СМП детям им В.Ф. Войно Ясенецкого филиал № 2 ДЗМ,More then 1 level,More then 1 level,Щаблинин Олег Владимирович,заведующий филиалом,мужской,"ChiefPhone:(495) 934-17-51

","PublicPhone:(499) 638-35-00

","Fax:(495) 934-17-51

","Email:npcmpd-kdc@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Прием вызовов на дом с 9.00 до 14.00 ежедневно (включая выходные и праздничные дни),Амбулаторно-поликлиническая помощь,656107831,,нет,нет,"AmbulancePhone:(499) 792-50-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 105 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 105 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Бирюкова Лейла Гирихановна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(499) 735-85-49

","PublicPhone:(499) 735-73-26

","Fax:(499) 735-85-49

","Email:dgp105@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107852,,нет,нет,"AmbulancePhone:(499) 210-03-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. &quot;Речной вокзал&quot;, авт. № 400 до ост. &quot;к/т Электрон&quot",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Исаева Елена Петровна,заведующий филиалом,женский,"ChiefPhone:(499) 234-00-43

","PublicPhone:(495) 530-13-48

","Fax:(499) 234-00-43

","Email:dgp118@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107853,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. Бульвар Дмитрия Донского, авт. № 737, 848, микроавтобус № 760 до остановки «Проектируемый проезд», далее 2 мин. пешком.",детское,,"{""coordinates"":[37.583457626613,55.502836538866],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Осенняя Елена Викторовна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(495) 715-34-63

","PublicPhone:(495) 530-13-48

","Fax:(495) 715-34-63

","Email:dgp118@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,Амбулаторно-поликлиническая помощь,656107854,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: метро «Бульвар Дмитрия Донского», далее автобусом № 94, или станция лёгкого метро «Бунинская аллея», далее пешком 10 мин.",детское,,"{""coordinates"":[37.515993920415,55.545312548204],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 120 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Першакова Татьяна Витальевна,заведующий филиалом,женский,"ChiefPhone:(495) 702-33-89

","PublicPhone:(495) 701-03-19

","Fax:(495) 702-33-89

","Email:dgp120@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",в воскресенье и праздничные дни (обслуживание вызовов на дому участковыми педиатрами и оказания доврачебной медицинской помощи в поликлинике медицинской сестрой) - с 9.00 до 15.00,Амбулаторно-поликлиническая помощь,656107881,,нет,нет,"AmbulancePhone:(495) 276-46-66

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: метро Новокосино. За универсамом Виктория.,детское,,"{""coordinates"":[37.868867427692,55.74188353307],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 148 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Андреева Галина Николаевна,заведующий филиалом,женский,"ChiefPhone:(495) 348-21-92

","PublicPhone:(499) 357-71-33

","Fax:(495) 348-21-92

","Email:dgp148@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье и праздничные дни 9.00 -15.00 (медицинское обслуживание вызовов на дому участковыми педиатрами и оказание доврачебной медицинской помощи в поликлинике медсестрой),Амбулаторно-поликлиническая помощь,656107891,,нет,нет,"AmbulancePhone:(495) 698-91-20

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Больница «Кузнечики» Департамента здравоохранения города Москвы».,ГБУЗ Больница «Кузнечики» ДЗМ.,More then 1 level,More then 1 level,Карагодина Юлия Яковлевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(495) 212-14-80

","PublicPhone:(495) 120-65-48

","Fax:(495) 212-14-80

","Email:bk@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье с 9.00 до 15.00 - обслуживание вызовов на дому.,,656107926,,да,нет,"AmbulancePhone:(495) 841-85-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 120 ДЗМ,More then 1 level,More then 1 level,Леонова Ирина Владимировна,главный врач,женский,"ChiefPhone:(499) 721-80-23

","PublicPhone:(499) 721-99-41

","Fax:(499) 721-80-23

","Email:dgp120@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",в воскресенье и праздничные дни (обслуживание вызовов на дому участковыми педиатрами и оказания доврачебной медицинской помощи в поликлинике медицинской сестрой) - с 9.00 до 15.00,Амбулаторно-поликлиническая помощь,656107943,,нет,да,"AmbulancePhone:(495) 276-46-66

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы». Амбулатория «Птичное» (Детское поликлиническое отделение),ГБУЗ ТГБ ДЗМ. Амбулатория «Птичное» (Детское поликлиническое отделение),More then 1 level,More then 1 level,Ульянова Ольга Владимировна,заведующий отделением,женский,"ChiefPhone:(495) 845-71-48

","PublicPhone:(495) 845-71-84

","Fax:(495) 845-71-48

","Email:tgb@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:08:00-14:00

DayWeek:воскресенье
WorkHours:выходной

",,,656107952,,нет,нет,"AmbulancePhone:(495) 841-85-03

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,"{""coordinates"":[37.224744333256,55.518723249129],""type"":""Point""}",
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 52 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 52 ДЗМ,More then 1 level,More then 1 level,Рахметуллова Гузель Рашидовна,главный врач,женский,"ChiefPhone:(495) 785-00-93

","PublicPhone:(499) 785-01-27

","Fax:(499) 785-00-97

","Email:dgp52@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

","воскресение и праздничные дни 09.00 – 15.00 (обслуживание на дому, оказание доврачебной медицинской помощи)",Амбулаторно-поликлиническая помощь,656107955,,нет,нет,"AmbulancePhone:(495) 276-46-66

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: ст. метро «Партизанская», далее троллейбус № 22 до ост. «Мироновская ул.»",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 94 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 94 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Зайцева Анна Анатольевна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(499) 192-51-60

","PublicPhone:(495) 225-95-16

","Fax:(499) 192-51-60

","Email:dgp94@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:09:00-15:00

",,Амбулаторно-поликлиническая помощь,656107969,,нет,нет,"AmbulancePhone:(495) 491-77-66

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",Проезд: м. Полежаевская,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 122 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 122 ДЗМ,More then 1 level,More then 1 level,Брагин Александр Игоревич,главный врач,мужской,"ChiefPhone:(495) 468-32-50

","PublicPhone:(495) 468-32-46

","Fax:(495) 468-32-50

","Email:dgp122@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

","воскресенье и праздничные дни 9.00 – 14.00 (обслуживание вызовов на дому, оказание доврачебной мед. помощи)",Амбулаторно-поликлиническая помощь,656107984,,нет,нет,"AmbulancePhone:(495) 276-46-66

AmbulancePhone:(495) 276-46-67

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: станция метро «Первомайская», далее троллейбусом № 51 или автобусом № 645 через одну остановку, остановка &quot;Театр теней&quot;.",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Ходырева Татьяна Петровна,заведующий филиалом,женский,"ChiefPhone:(495) 448-04-24

","PublicPhone:(499) 638-35-89

","Fax:(495) 448-04-74

","Email:dgp30@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Вс. и праздничные дни - обслуживание вызов на дому врачами-педиатрами с 9.00 до 15.00,Амбулаторно-поликлиническая помощь,656107987,,нет,нет,"AmbulancePhone:(499) 449-36-34

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]","Проезд: м. «Кунцевская» авт.45, 178 ост. пл. «Сетунь»; м.Киевская, авт.840 ост. платформа «Сетунь»; м. &quot;Молодежная&quot; авт.825 ост. &quot;ул. Запорожская&quot",детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 5 ДЗМ,More then 1 level,More then 1 level,Самбурова Анна Михайловна,исполняющий обязанности заведующего филиалом,женский,"ChiefPhone:(495) 706-88-83

","PublicPhone:(495) 706-88-83

","Fax:(495) 706-88-83

","Email:dgp143@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,,660433833,,нет,нет,"AmbulancePhone:(499) 940-40-57

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 филиал № 5 ДЗМ,More then 1 level,More then 1 level,Прокофьев Геннадий Дмитриевич,заведующий филиалом,мужской,"ChiefPhone:(499) 638-37-90

","PublicPhone:(499) 638-37-90

","Fax:(499) 638-37-90

","Email:dgp30@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье 09:00 - 15:00 обслуживание вызовов на дому врачами-педиатрами,,660483456,,нет,нет,"AmbulancePhone:(499) 144-62-79

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 150 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 150 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Заводилова Людмила Леонидовна,заведующий филиалом,женский,"ChiefPhone:(495) 345-08-00

","PublicPhone:(495) 345-00-10

","Fax:(495) 345-08-00

","Email:dgp150@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:09:00-15:00

","суббота (дежурные службы): 09:00–15:00
воскресенье и праздничные дни: 09:00-15:00
вызов врача на дом (будни): 08:00–14:00
вызов врача на дом (выходные и праздничные дни): 09:00–14:00",,660514687,,нет,нет,"AmbulancePhone:(495) 658-41-60

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 Департамента здравоохранения города Москвы». Структурное подразделение № 5,ГБУЗ ДГП № 120 ДЗМ. Структурное подразделение № 5,More then 1 level,More then 1 level,Леонова Ирина Владимировна,главный врач,женский,"ChiefPhone:(499) 721-80-23

","PublicPhone:(495) 702-37-90

","Fax:(499) 721-80-23

","Email:dgp120@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье и праздничные дни (обслуживание вызовов на дому врачами-педиатрами участковыми и оказание доврачебной медицинской помощи медицинской сестрой) с 9.00 до 15.00.,,660581146,,нет,нет,"AmbulancePhone:(495) 276-46-66

","[Врач-детский хирург, Врач-педиатр, Врач-педиатр участковый]",,,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 филиал № 4 ДЗМ,More then 1 level,More then 1 level,Мельников Кирилл Владимирович,главный врач,мужской,"ChiefPhone:(495) 336-65-88

","PublicPhone:(495) 636-27-86

","Fax:(495) 336-65-88

","Email:dgp81@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресение: 09:00 - 15:00 обслуживание вызовов на дому,,660581147,,нет,нет,"AmbulancePhone:(495) 637-80-81

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 Департамента здравоохранения города Москвы». Структурное подразделение № 6,ГБУЗ ДГП № 120 ДЗМ. Структурное подразделение № 6,More then 1 level,More then 1 level,Леонова Ирина Владимировна,главный врач,женский,"ChiefPhone:(499) 721-80-23

","PublicPhone:(495) 700-21-01

","Fax:(499) 721-80-23

","Email:dgp120@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",Воскресенье и праздничные дни (обслуживание вызовов на дому врачами-педиатрами участковыми и оказание доврачебной медицинской помощи медицинской сестрой) с 9.00 до 15.00.,,660581148,,нет,нет,"AmbulancePhone:(495) 276-46-66

","[Врач-детский хирург, Врач-педиатр, Врач-педиатр участковый]",,,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 122 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 122 филиал № 4 ДЗМ,More then 1 level,More then 1 level,Шевцова Татьяна Витальевна,заведующий филиалом,женский,"ChiefPhone:(495) 918-88-97

","PublicPhone:(495) 300-72-41

","Fax:(495) 918-88-97

","Email:dgp122@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

","воскресенье, праздничные дни (обслуживание вызовов на дому, оказание доврачебной мед. помощи) - с 9.00 до 14.00",,665483042,,нет,нет,"AmbulancePhone:(495) 276-46-67

AmbulancePhone:(495) 276-46-66

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,детское,,,
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 филиал № 1 Департамента здравоохранения города Москвы». Педиатрическое отделение «Рублево»,ГБУЗ ДГП № 130 филиал № 1 ДЗМ. Педиатрическое отделение «Рублево»,More then 1 level,More then 1 level,Елисов Виктор Николаевич,главный врач,мужской,"ChiefPhone:(495) 413-96-74

","PublicPhone:(499) 727-12-28

","Fax:(495) 413-96-74

","Email:dgp130@zdrav.mos.ru

",действует,,,,,,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:выходной

",,,665483043,,нет,нет,"AmbulancePhone:(499) 449-36-34

","[Врач-педиатр, Врач-педиатр участковый, Врач-детский хирург]",,,,"{""coordinates"":[37.352574481964,55.784293535671],""type"":""Point""}",
